Date,Summary,Aircraft type,Operator,Passengers,Crew,Fatalities,Injuries,Survivors,Name,Year,Link,Location,Latitude,Longitude,Onboard,Death Rate,Injury Rate
14 April 2015 (2015-04-14),Descent below final approach path and impact with ground structures due to pilot error and poor training,Airbus A320-232,Asiana Airlines,74.0,8.0,0.0,27.0,82.0,Asiana Airlines Flight 162,2015,https://en.wikipedia.org/wiki/Asiana_Airlines_Flight_162,Hiroshima Airport,34.4361,132.9194,82.0,0.0,0.32926829268292684
22 November 2015 (2015-11-22),"Hard landing, runway excursion",Boeing 737-300,Avia Traffic Company,153.0,6.0,0.0,14.0,159.0,Avia Traffic Company Flight 768,2015,https://en.wikipedia.org/wiki/Avia_Traffic_Company_Flight_768,Osh Airport,43.9739457,-88.5558077990564,159.0,0.0,0.0880503144654088
2 October 2015 (2015-10-02),Controlled flight into terrain due to pilot error,de Havilland Canada DHC-6 Twin Otter,Aviastar,7.0,3.0,10.0,,0.0,Aviastar Flight 7503,2015,https://en.wikipedia.org/wiki/Aviastar_Flight_7503,Mount Latimojong,-3.43139,120.07000,10.0,1.0,0.0
31 July 2015 (2015-07-31),Runway overrun on landing,Embraer Phenom 300,Salem Aviation,3.0,1.0,4.0,,0.0,2015 Blackbushe Phenom 300 crash,2015,https://en.wikipedia.org/wiki/2015_Blackbushe_Phenom_300_crash,Blackbushe Airport,51.3220972,-0.8580806,4.0,1.0,0.0
8 September 2015 (2015-09-08),"Uncontained engine failure on ground, fire",Boeing 777-236ER,British Airways,157.0,13.0,0.0,20.0,170.0,British Airways Flight 2276,2015,https://en.wikipedia.org/wiki/British_Airways_Flight_2276,McCarran International Airport,36.0762972,-115.1524889,170.0,0.0,0.11764705882352941
13 April 2015 (2015-04-13),In-flight break up; pilot intoxication,Swearingen SA226-TC Metro II,Carson Air,0.0,2.0,2.0,,0.0,Carson Air Flight 66,2015,https://en.wikipedia.org/wiki/Carson_Air_Flight_66,North Shore Mountains,49.4090,-123.0930,2.0,1.0,0.0
20 August 2015 (2015-08-20),"Mid-air collision, pilot error",,Dubnica Air,17.0,2.0,7.0,,31.0,2015 Červený Kameň mid-air collision,2015,https://en.wikipedia.org/wiki/2015_%C4%8Cerven%C3%BD_Kame%C5%88_mid-air_collision,Červený Kameň,49.0875197,18.1825274,19.0,0.3684210526315789,0.0
12 May 2015 (2015-05-12),Visual flight into IMC,Bell UH-1Y Venom,United States Marine Corps,5.0,8.0,13.0,,0.0,Charikot Helicopter Crash,2015,https://en.wikipedia.org/wiki/2015_Charikot_helicopter_crash,Charikot,27.7184286,86.0556453,13.0,1.0,0.0
4 August 2015 (2015-08-04),Possible shootdown,UH-60 Black Hawk,,,,16.0,2.0,2.0,2015 Colombia helicopter crash,2015,https://en.wikipedia.org/wiki/2015_Colombia_helicopter_crash,,,,0.0,0.0,0.0
21 November 2015 (2015-11-21),,Eurocopter AS350 D Astar,Alpine Adventures,6.0,1.0,7.0,,0.0,2015 Fox Glacier helicopter crash,2015,https://en.wikipedia.org/wiki/2015_Fox_Glacier_helicopter_crash,Fox Glacier,-43.513,170.1,7.0,1.0,0.0
24 March 2015 (2015-03-24),Suicide by pilot,Airbus A320-211,Germanwings,144.0,6.0,150.0,,0.0,Germanwings Flight 9525,2015,https://en.wikipedia.org/wiki/Germanwings_Flight_9525,Prads-Haute-Bléone,44.280083,6.438750,150.0,1.0,0.0
22 December 2015 (2015-12-22),Pilot error leading to spatial disorientation and loss of control,Beechcraft Super King Air 200,Border Security Force,8.0,2.0,10.0,1.0,0.0,2015 Indian Border Security Force King Air crash,2015,https://en.wikipedia.org/wiki/2015_Indian_Border_Security_Force_King_Air_crash,Indira Gandhi International Airport,28.5551678,77.08473721064372,10.0,1.0,0.1
26 January 2015 (2015-01-26),Under investigation,General Dynamics F-16D Fighting Falcon,Hellenic Air Force,,2.0,11.0,21.0,0.0,2015 Los Llanos Air Base crash,2015,https://en.wikipedia.org/wiki/2015_Los_Llanos_Air_Base_crash,Los Llanos Air Base,38.94833,-1.86333,2.0,5.5,10.5
31 October 2015 (2015-10-31),Bombing by Islamic State's Sinai Branch,Airbus A321-231,Kogalymavia (Metrojet),217.0,7.0,224.0,,0.0,Metrojet Flight 9268,2015,https://en.wikipedia.org/wiki/Metrojet_Flight_9268,North Sinai Governorate,30.16917,34.17278,224.0,1.0,0.0
24 November 2015 (2015-11-24),Shot down by Turkish F-16 fighter jet,Sukhoi Su-24M,Russian Air Force,,2.0,1.0,,1.0,2015 Russian Sukhoi Su-24 shootdown,2015,https://en.wikipedia.org/wiki/2015_Russian_Sukhoi_Su-24_shootdown,Syria–Turkey border,,,2.0,0.5,0.0
5 September 2015 (2015-09-05),Mid-air collision,,CEIBA Intercontinental,104.0,8.0,7.0,,112.0,2015 Senegal mid-air collision,2015,https://en.wikipedia.org/wiki/2015_Senegal_mid-air_collision,Tambacounda,13.53,-12.48,112.0,0.0625,0.0
24 December 2015 (2015-12-24),Runway excursion,Airbus A310-304F,Services Air,,5.0,8.0,9.0,5.0,2015 Services Air A310 crash,2015,https://en.wikipedia.org/wiki/2015_Services_Air_Airbus_A310_crash,Mbuji-Mayi Airport,-6.1334,23.5734,5.0,1.6,1.8
22 August 2015 (2015-08-22),Pilot error,Hawker Hunter T7,Canfield Hunter Limited,,1.0,11.0,16.0,,2015 Shoreham Airshow crash,2015,https://en.wikipedia.org/wiki/2015_Shoreham_Airshow_crash,A27 road,50.8417,-0.2952,1.0,11.0,16.0
18 January 2015 (2015-01-18),Under investigation,Antonov An-26,Syrian Air Force,29.0,6.0,35.0,,0.0,2015 Syrian Air Force An-26 crash,2015,https://en.wikipedia.org/wiki/2015_Syrian_Air_Force_An-26_crash,Abu al-Duhur,35.7337667,37.1039111,35.0,1.0,0.0
4 February 2015 (2015-02-04),"Crashed following engine feathering and pilot error to read data, loss of control",ATR 72-600,TransAsia Airways,53.0,5.0,43.0,17.0,15.0,TransAsia Airways Flight 235,2015,https://en.wikipedia.org/wiki/TransAsia_Airways_Flight_235,Keelung River,25.06333,121.61778,58.0,0.7413793103448276,0.29310344827586204
16 August 2015 (2015-08-16),Controlled flight into terrain,ATR 42-300,Trigana Air,49.0,5.0,54.0,,0.0,Trigana Air Flight 267,2015,https://en.wikipedia.org/wiki/Trigana_Air_Flight_267,Papua,-4.82444,140.49806,54.0,1.0,0.0
"April 25, 2015 (2015-04-25)","Hard landing, engine and landing gear damage, runway excursion",Airbus A320-232,Turkish Airlines,97.0,5.0,0.0,0.0,102.0,Turkish Airlines Flight 1878,2015,https://en.wikipedia.org/wiki/Turkish_Airlines_Flight_1878,Atatürk Airport,40.9774975,28.82549354370232,102.0,0.0,0.0
9 March 2015 (2015-03-09),Mid-air collision,,,4.0,1.0,10.0,,0.0,2015 Villa Castelli mid-air collision,2015,https://en.wikipedia.org/wiki/2015_Villa_Castelli_mid-air_collision,Villa Castelli,-29.01806,-68.22694,5.0,2.0,0.0
31 October 2016 (2016-10-31),Under investigation,DHC-4T Turbo Caribou,Alfa Indonesia,,4.0,4.0,,0.0,Alfa Indonesia DHC-4 crash,2016,https://en.wikipedia.org/wiki/2016_Alfa_Indonesia_DHC-4_crash,Papua,-4.12944,137.63639,4.0,1.0,0.0
"July 6, 2016 (2016-07-06)",In-flight breakup,Bell 525 Relentless,Bell Aircraft,0.0,2.0,2.0,,0.0,2016 Bell 525 Relentless prototype crash,2016,https://en.wikipedia.org/wiki/2016_Bell_525_Relentless_prototype_crash,"Italy, Texas",32.2443,-96.9130,2.0,1.0,0.0
26 June 2016 (2016-06-26),Under investigation,Mil Mi-17,National Army of Colombia,12.0,5.0,17.0,,0.0,2016 Colombia army helicopter crash,2016,https://en.wikipedia.org/wiki/2016_Colombia_army_helicopter_crash,Pensilvania,40.9699889,-77.7278831,17.0,1.0,0.0
15 March 2016 (2016-03-15),"Crashed into high ground, poor weather",IAI Arava 201,Ecuadorian Army,19.0,3.0,22.0,,0.0,Ecuadorian Air Force Arava crash,2016,https://en.wikipedia.org/wiki/2016_Ecuadorian_Army_Arava_crash,Pastaza,-1.43333,-77.98333,22.0,1.0,0.0
18 December 2016 (2016-12-18),Crashed onto a mountain,Lockheed C-130H Hercules,Indonesian Air Force,1.0,12.0,13.0,,0.0,Indonesian Air Force Lockheed C-130 Hercules crash,2016,https://en.wikipedia.org/wiki/2016_Indonesian_Air_Force_C-130_crash,Jayawijaya Regency,-6.2395695,106.5930523,13.0,1.0,0.0
3 December 2016 (2016-12-03),Under investigation,PZL M28 Skytruck,Indonesian National Police,10.0,3.0,13.0,,0.0,2016 Indonesian Police PZL M28 Skytruck crash,2016,https://en.wikipedia.org/wiki/2016_Indonesian_Police_PZL_M28_Skytruck_crash,Lingga regency,0.29000,104.84056,13.0,1.0,0.0
18 May 2016 (2016-05-18),Runway overrun due to Engine failure and Pilot error,Antonov An-12,Silk Way Airlines,0.0,9.0,7.0,2.0,2.0,2016 Silk Way Airlines Antonov An-12 crash,2016,https://en.wikipedia.org/wiki/2016_Silk_Way_Airlines_Antonov_An-12_crash,Dwyer Airport,31.0916054,64.06383320400016,9.0,0.7777777777777778,0.2222222222222222
13 April 2016 (2016-04-13),"Engine failure, improper loading, stall",Britten-Norman BN-2T Turbine Islander,Sunbird Aviation,11.0,1.0,12.0,,0.0,2016 Sunbird Aviation crash,2016,https://en.wikipedia.org/wiki/2016_Sunbird_Aviation_crash,"Kiunga, Papua New Guinea",-6.1159886,141.2981755,12.0,1.0,0.0
29 April 2016 (2016-04-29),"Gearbox failure, rotor separation",Eurocopter EC225LP Super Puma,CHC Helikopter Service,11.0,2.0,13.0,,0.0,CHC Helikopter Service Flight 241,2016,https://en.wikipedia.org/wiki/CHC_Helikopter_Service_Flight_241,Øygarden,60.45222,4.93028,13.0,1.0,0.0
20 December 2016 (2016-12-20),Crashed following runway excursion on takeoff and loss of control,Boeing 727-2J0F,Aerosucre,1.0,5.0,5.0,1.0,1.0,Aerosucre Flight 157,2016,https://en.wikipedia.org/wiki/Aerosucre_Flight_157,Germán Olano Airport,6.1873333,-67.5667778,6.0,0.8333333333333334,0.16666666666666666
23 December 2016 (2016-12-23),Hijacking,Airbus A320-214,Afriqiyah Airways,111.0,7.0,0.0,,118.0,Afriqiyah Airways Flight 209,2016,https://en.wikipedia.org/wiki/Afriqiyah_Airways_Flight_209,Malta International Airport,35.84739655,14.492295178989536,118.0,0.0,0.0
26 February 2016 (2016-02-26),Engine Failure due to poor maintenance,PAC 750XL,Air Kasthamandap,9.0,2.0,2.0,9.0,9.0,2016 Air Kasthamandap crash,2016,https://en.wikipedia.org/wiki/2016_Air_Kasthamandap_PAC_750XL_crash,Chilkhaya,29.1125935,81.795452,11.0,0.18181818181818182,0.8181818181818182
"October 28, 2016 (2016-10-28)",Uncontained engine failure and fire,Boeing 767-323(ER)[a],American Airlines,161.0,9.0,0.0,21.0,170.0,American Airlines Flight 383,2016,https://en.wikipedia.org/wiki/American_Airlines_Flight_383_(2016),O'Hare International Airport,41.966,-87.901,170.0,0.0,0.12352941176470589
5 August 2016 (2016-08-05),Runway excursion due to pilot error,Boeing 737-476SF,European Air Transport on behalf of ASL Airlines Hungary,,2.0,0.0,,2.0,ASL Airlines Hungary Flight 7332,2016,https://en.wikipedia.org/wiki/ASL_Airlines_Hungary_Flight_7332,Bergamo Airport,45.6717,9.6857,2.0,0.0,0.0
4 April 2016 (2016-04-04),"Ground collision, runway incursion",,Batik Air,49.0,7.0,0.0,0.0,60.0,2016 Halim Airport collision,2016,https://en.wikipedia.org/wiki/Batik_Air_Flight_7703,Halim Perdanakusuma Airport,-6.2661167,106.8922306,56.0,0.0,0.0
2 February 2016 (2016-02-02),Suicide bombing,Airbus A321-111,Daallo Airlines,74.0,7.0,1.0,2.0,80.0,Daallo Airlines Flight 159,2016,https://en.wikipedia.org/wiki/Daallo_Airlines_Flight_159,Somalia,8.3676771,49.083416,81.0,0.012345679012345678,0.024691358024691357
29 March 2016 (2016-03-29),Hijacking,Airbus A320-233,EgyptAir,56.0,7.0,0.0,0.0,63.0,EgyptAir Flight 181,2016,https://en.wikipedia.org/wiki/EgyptAir_Flight_181,Larnaca International Airport,34.871446,33.606871,63.0,0.0,0.0
19 May 2016 (2016-05-19),Cockpit fire caused by an oxygen leak combustion ignited by pilot's cigarette or a wire lit on fire (cause debated)[1][2],Airbus A320-232,EgyptAir,56.0,10.0,66.0,,0.0,EgyptAir Flight 804,2016,https://en.wikipedia.org/wiki/EgyptAir_Flight_804,Mediterranean Sea,33.6757,28.7924,66.0,1.0,0.0
"3 August 2016 (2016-08-03);7 years, 4 months ago",Crashed during go-around due to pilot error in failure to monitor thrust[1]: 134 ,Boeing 777-31H,Emirates,282.0,18.0,1.0,39.0,300.0,Emirates Flight 521,2016,https://en.wikipedia.org/wiki/Emirates_Flight_521,Dubai International Airport,25.24750,55.37944,300.0,0.0033333333333333335,0.13
2 July 2016 (2016-07-02),,Eurocopter EC135,SMURD,0.0,4.0,4.0,0.0,0.0,2016 Haragîș helicopter crash,2016,https://en.wikipedia.org/wiki/2016_Harag%C3%AE%C8%99_helicopter_crash,Haragîș,46.2900491,28.3737553,4.0,1.0,0.0
22 July 2016 (2016-07-22),"Missing, presumed crashed into the sea",Antonov An-32,Indian Air Force,23.0,6.0,29.0,,0.0,2016 Indian Air Force An-32 disappearance,2016,https://en.wikipedia.org/wiki/2016_Indian_Air_Force_An-32_disappearance,Bay of Bengal,15.6569172,87.6379394,29.0,1.0,0.0
27 May 2016 (2016-05-27),Uncontained engine failure due to maintenance error and pilot error,Boeing 777-3B5,Korean Air,302.0,17.0,0.0,12.0,319.0,Korean Air Flight 2708,2016,https://en.wikipedia.org/wiki/Korean_Air_Flight_2708,Haneda Airport,35.54572095,139.78058713123818,319.0,0.0,0.03761755485893417
28 November 2016 (2016-11-28),Crashed following fuel exhaustion,Avro RJ85,LaMia,73.0,4.0,71.0,6.0,6.0,LaMia Flight 2933,2016,https://en.wikipedia.org/wiki/LaMia_Flight_2933,"La Unión, Antioquia",5.97861,-75.41833,77.0,0.922077922077922,0.07792207792207792
29 March 2016 (2016-03-29),Crashed on approach,Mitsubishi MU-2B-60,Aero Teknic,5.0,2.0,7.0,,0.0,2016 Magdalen Islands MU-2 crash,2016,https://en.wikipedia.org/wiki/2016_Magdalen_Islands_Mitsubishi_MU-2_crash,"Les Îles-de-la-Madeleine, Quebec",47.4026,-61.8167,7.0,1.0,0.0
24 October 2016 (2016-10-24),Mechanical Failure,Fairchild SA227-AT Merlin IVC,CAE Aviation,,5.0,5.0,,0.0,Malta Fairchild Merlin crash,2016,https://en.wikipedia.org/wiki/2016_Malta_Fairchild_Merlin_crash,Malta International Airport,35.844028,14.491472,5.0,1.0,0.0
7 December 2016 (2016-12-07),Loss of control due to maintenance error,ATR 42-500,Pakistan International Airlines,42.0,5.0,47.0,0.0,0.0,Pakistan International Airlines Flight 661,2016,https://en.wikipedia.org/wiki/Pakistan_International_Airlines_Flight_661,Havelian,34.005917,73.177933,47.0,1.0,0.0
24 February 2016 (2016-02-24),"VFR into IMC, loss of situational awareness, controlled flight into terrain",Viking Air DHC-6-400 Twin Otter,Tara Air,20.0,3.0,23.0,,0.0,Tara Air Flight 193,2016,https://en.wikipedia.org/wiki/Tara_Air_Flight_193,Dana,40.9576907,-88.9505694,23.0,1.0,0.0
9 March 2016 (2016-03-09),Engine failure at take-off and Pilot Error,Antonov An-26B,True Aviation,0.0,4.0,3.0,1.0,1.0,True Aviation Flight 21,2016,https://en.wikipedia.org/wiki/True_Aviation_Flight_21,Cox's Bazar Airport,21.457168799999998,91.96365683580113,4.0,0.75,0.25
"May 2, 2016 (2016-05-02)",Runway overrun due to pilot error,Boeing 737-800,Turkish Airlines,143.0,8.0,,,151.0,Turkish Airlines Flight 1019,2016,https://en.wikipedia.org/wiki/Turkish_Airlines_Flight_1019,,42.58639,21.03389,151.0,0.0,0.0
8 January 2016 (2016-01-08),"Instrument failure leading to spatial disorientation and pilot error, loss of control",Bombardier CRJ200,West Air Sweden,0.0,2.0,2.0,,0.0,West Air Sweden Flight 294,2016,https://en.wikipedia.org/wiki/West_Air_Sweden_Flight_294,Akkajaure,67.717,16.900,2.0,1.0,0.0
28 April 2017 (2017-04-28),Crashed in mountainous terrain,Antonov An-26,Aerogaviota,,,8.0,,0.0,2017 Aerogaviota Antonov An-26 crash,2017,https://en.wikipedia.org/wiki/2017_Aerogaviota_Antonov_An-26_crash,Candelaria,14.05510885,-88.56000571913481,0.0,0.0,0.0
7 June 2017 (2017-06-07),Crashed into the sea following loss of control in icing conditions,Shaanxi Y-8F-200,Myanmar Air Force,108.0,14.0,122.0,,0.0,2017 Myanmar Air Force Shaanxi Y-8 crash,2017,https://en.wikipedia.org/wiki/2017_Myanmar_Air_Force_Shaanxi_Y-8_crash,Andaman Sea,13.800,98.033,122.0,1.0,0.0
20 March 2017 (2017-03-20),"In-flight-fire, under investigation [needs update]",Antonov An-26,South Sudan Supreme Airlines,40.0,5.0,0.0,37.0,45.0,2017 South Sudan Supreme Airlines Antonov An-26 crash,2017,https://en.wikipedia.org/wiki/2017_South_Sudan_Supreme_Airlines_Antonov_An-26_crash,Wau Airport,7.72500,27.98000,45.0,0.0,0.8222222222222222
11 August 2017 (2017-08-11),technical malfunction,Sikorsky UH-60M Black Hawk,United Arab Emirates Air Force,,,4.0,,7.0,2017 United Arab Emirates Air Force Sikorsky UH-60M Black Hawk crash,2017,https://en.wikipedia.org/wiki/2017_United_Arab_Emirates_Air_Force_Sikorsky_UH-60M_Black_Hawk_crash,Shabwa,15.369575,47.026787,0.0,0.0,0.0
14 October 2017 (2017-10-14),Controlled flight into terrain during approach in poor weather due to Pilot error and lost of Situational awarness,Antonov An-26-100,Valan International Cargo Charter,4.0,6.0,4.0,6.0,6.0,2017 Valan International Antonov An-26 crash,2017,https://en.wikipedia.org/wiki/2017_Valan_International_Antonov_An-26_crash,Abidjan,5.320357,-4.016107,10.0,0.4,0.6
30 September 2017 (2017-09-30),Diversion following uncontained engine failure in cruise,Airbus A380-861,Air France,497.0,24.0,0.0,0.0,521.0,Air France Flight 066,2017,https://en.wikipedia.org/wiki/Air_France_Flight_066,Paamiut,61.994618,-49.6659478,521.0,0.0,0.0
"March 8, 2017 (2017-03-08)",Runway overrun and crash following rejected takeoff,McDonnell Douglas MD-83,Ameristar Jet Charter,110.0,6.0,0.0,1.0,116.0,Ameristar Charters Flight 9363,2017,https://en.wikipedia.org/wiki/Ameristar_Charters_Flight_9363,Willow Run Airport,42.22814,-83.54242,116.0,0.0,0.008620689655172414
21 February 2017,Loss of control during initial climb,Beechcraft B200 King Air,Corporate and Leisure Charters,4.0,1.0,5.0,2.0,0.0,2017 Essendon Airport Beechcraft King Air crash,2017,https://en.wikipedia.org/wiki/2017_Essendon_Airport_Beechcraft_King_Air_crash,DFO Essendon,-37.734423,144.904996,5.0,1.0,0.4
14 March 2017,"Controlled flight into terrain in poor weather, at night",Sikorsky S-92A,CHC Helicopter for Irish Coast Guard,,4.0,4.0,,0.0,2017 Irish Coast Guard Rescue 116 crash,2017,https://en.wikipedia.org/wiki/2017_Irish_Coast_Guard_Rescue_116_crash,"Blackrock Island, County Mayo",54.0669,-10.3202,4.0,1.0,0.0
31 December 2017 (2017-12-31),Stalled and crashed on climb-out over rising terrain,Cessna 208 Caravan,Nature Air,10.0,2.0,12.0,,0.0,Nature Air Flight 9916,2017,https://en.wikipedia.org/wiki/Nature_Air_Flight_9916,Nandayure,9.901331500000001,-85.33003335829548,12.0,1.0,0.0
28 March 2017 (2017-03-28),Landing Gear collapse after a Hard Landing caused by mechanical failure,Boeing 737-3M8,Peruvian Airlines,141.0,9.0,0.0,39.0,150.0,Peruvian Airlines Flight 112,2017,https://en.wikipedia.org/wiki/Peruvian_Airlines_Flight_112,Francisco Carle Airport,-11.78358985,-75.47342366163409,150.0,0.0,0.26
27 May 2017 (2017-05-27),Crashed short of runway in low visibility,Let L-410UVP-E,Summit Air,0.0,3.0,2.0,1.0,1.0,Summit Air Flight 409,2017,https://en.wikipedia.org/wiki/Summit_Air_Flight_409,,27.68526,86.72646,3.0,0.6666666666666666,0.3333333333333333
10 March 2017 (2017-03-10),Controlled flight into terrain,Sikorsky S-76C++,Swan Aviation,5.0,2.0,7.0,,0.0,Swan Aviation Sikorsky S-76 Crash,2017,https://en.wikipedia.org/wiki/Swan_Aviation_Sikorsky_S-76_crash,Büyükçekmece,41.02611,28.62083,7.0,1.0,0.0
31 December 2017 (2017-12-31),Loss of control following pilot incapacitation,de Havilland Canada DHC-2 Beaver,Sydney Seaplanes,5.0,1.0,6.0,,0.0,2017 Sydney Seaplanes DHC-2 crash,2017,https://en.wikipedia.org/wiki/2017_Sydney_Seaplanes_DHC-2_crash,Cowan Creek,-33.5860184,151.2454033,6.0,1.0,0.0
16 January 2017 (2017-01-16),Controlled flight into terrain during go-around in fog,Boeing 747-412F/SCD,ACT Airlines on behalf of Turkish Airlines,0.0,4.0,39.0,14.0,0.0,Turkish Airlines Flight 6491,2017,https://en.wikipedia.org/wiki/Turkish_Airlines_Flight_6491,Manas International Airport,43.05722,74.43722,4.0,9.75,3.5
13 December 2017 (2017-12-13),Loss of control and crash during initial climb due to icing condition and pilot error.,ATR 42-320,West Wind Aviation,22.0,3.0,1.0,24.0,24.0,West Wind Aviation Flight 282,2017,https://en.wikipedia.org/wiki/West_Wind_Aviation_Flight_282,Fond-du-Lac Airport,59.3368,-107.2019,25.0,0.04,0.96
"July 31, 2018",Loss of control on takeoff due to low altitude windshear,Embraer 190AR,Aeroméxico Connect,99.0,4.0,0.0,39.0,103.0,Aeroméxico Connect Flight 2431,2018,https://en.wikipedia.org/wiki/Aerom%C3%A9xico_Connect_Flight_2431,Durango International Airport,24.1379750,-104.5173500,103.0,0.0,0.3786407766990291
11 November 2018 (2018-11-11),"Severe control issues, maintenance error",Embraer ERJ-190LR,Air Astana,3.0,3.0,0.0,1.0,6.0,Air Astana Flight 1388,2018,https://en.wikipedia.org/wiki/Air_Astana_Flight_1388,Lisbon,38.7077507,-9.1365919,6.0,0.0,0.16666666666666666
28 September 2018 (2018-09-28),Ditched short of the runway due to pilot error and loss of situational awareness,Boeing 737-8BK,Air Niugini,35.0,12.0,1.0,6.0,46.0,Air Niugini Flight 73,2018,https://en.wikipedia.org/wiki/Air_Niugini_Flight_73,Chuuk Lagoon,7.4534861,151.8360722,47.0,0.02127659574468085,0.1276595744680851
28 July 2018 (2018-07-28),Runway excursion during emergency landing due to pilot error and loss of situational awareness. [1],,Air Vanuatu,39.0,4.0,0.0,13.0,43.0,Air Vanuatu Flight 241,2018,https://en.wikipedia.org/wiki/Air_Vanuatu_Flight_241,Bauerfield International Airport,-17.69913085,168.3193165665017,43.0,0.0,0.3023255813953488
11 April 2018 (2018-04-11),Crashed shortly after take-off; under investigation,Ilyushin Il-76TD,Algerian Air Force,247.0,10.0,257.0,,0.0,2018 Algerian Air Force Il-76 crash,2018,https://en.wikipedia.org/wiki/2018_Algerian_Air_Force_Ilyushin_Il-76_crash,Boufarik Airport,36.54222,2.86639,257.0,1.0,0.0
18 May 2018,Crashed during climb out; weight miscalculation and pilot error,Boeing 737-201 Adv.,Global Air on behalf of Cubana de Aviación,107.0,6.0,112.0,1.0,1.0,Cubana de Aviación Flight 972,2018,https://en.wikipedia.org/wiki/Cubana_de_Aviaci%C3%B3n_Flight_972,Santiago de las Vegas,22.99139,-82.39111,113.0,0.9911504424778761,0.008849557522123894
9 November 2018,Runway excursion; possible hydraulics failure[1],Boeing 757-23N,Fly Jamaica Airways,118.0,8.0,1.0,5.0,125.0,Fly Jamaica Airways Flight 256,2018,https://en.wikipedia.org/wiki/Fly_Jamaica_Airways_Flight_256,Cheddi Jagan International Airport,6.506972,-58.245750,126.0,0.007936507936507936,0.03968253968253968
19–21 December 2018 (2018-12-19 – 2018-12-21),,,,,,,,,,2018,https://en.wikipedia.org/wiki/Gatwick_Airport_drone_incident,,,,0.0,0.0,0.0
18 February 2018,Stalled and crashed in adverse weather conditions,ATR 72-212,Iran Aseman Airlines,60.0,6.0,66.0,,0.0,Iran Aseman Airlines Flight 3704,2018,https://en.wikipedia.org/wiki/Iran_Aseman_Airlines_Flight_3704,Dena,42.4490967,-8.8086967,66.0,1.0,0.0
11 March 2018 (2018-03-11),Loss of control in cruise,Bombardier Challenger 604,Başaran Holding,8.0,3.0,11.0,,0.0,2018 Iran Bombardier Challenger crash,2018,https://en.wikipedia.org/wiki/2018_Iran_Bombardier_Challenger_crash,Zagros Mountains,30.945,51.44,11.0,1.0,0.0
4 August 2018 (2018-08-04),Stall and loss of control in hot and high conditions,Junkers Ju 52/3mg4e,Ju-Air [de],17.0,3.0,20.0,,0.0,2018 Ju-Air Junkers Ju 52 crash,2018,https://en.wikipedia.org/wiki/2018_Ju-Air_Junkers_Ju_52_crash,Piz Segnas,46.89917,9.22917,20.0,1.0,0.0
27 October 2018 (2018-10-27),Loss of yaw control due to tail rotor control linkage failure[1],Leonardo AW169,Amadeus Aviation,4.0,1.0,5.0,4.0,0.0,2018 Leicester helicopter crash,2018,https://en.wikipedia.org/wiki/2018_Leicester_helicopter_crash,Leicester,52.61861,-1.14083,5.0,1.0,0.8
29 October 2018 (2018-10-29),"Loss of control due to runaway trim from MCAS activation, inadequate maintenance",Boeing 737 MAX 8,Lion Air,181.0,8.0,189.0,,0.0,Lion Air Flight 610,2018,https://en.wikipedia.org/wiki/Lion_Air_Flight_610,Java Sea,-5.77083,107.12111,189.0,1.0,0.0
13 January 2018,Runway excursion on landing,Boeing 737-82R,Pegasus Airlines,162.0,6.0,0.0,0.0,168.0,Pegasus Airlines Flight 8622,2018,https://en.wikipedia.org/wiki/Pegasus_Airlines_Flight_8622,Trabzon Airport,40.9951,39.7897,168.0,0.0,0.0
17 March 2018 (2018-03-17),Crashed shortly after take-off; Under investigation,Piper PA-23 Apache,Lite Air Express,3.0,2.0,10.0,2.0,0.0,2018 Philippines Piper PA-23 crash,2018,https://en.wikipedia.org/wiki/2018_Philippines_Piper_PA-23_crash,Plaridel,13.9567198,122.0157499,5.0,2.0,0.4
10 July 2018 (2018-07-10),Engine failure and Pilot error[1],Convair 340,,16.0,3.0,3.0,26.0,17.0,2018 Pretoria Convair 340 crash,2018,https://en.wikipedia.org/wiki/2018_Pretoria_Convair_340_crash,Wonderboom Airport,-25.65847035,28.219465478499153,19.0,0.15789473684210525,1.368421052631579
24 December 2018,Mechanical failure due to maintenance error.,AgustaWestland AW109S Grand,Servicios Aéreos del Altiplano,3.0,2.0,5.0,,0.0,2018 Puebla helicopter crash,2018,https://en.wikipedia.org/wiki/2018_Puebla_helicopter_crash,Coronango,19.11346000,-98.30345611,5.0,1.0,0.0
6 March 2018 (2018-03-06),Loss of control on final approach,Antonov An-26,Russian Air Force,33.0,6.0,39.0,,0.0,2018 Russian Air Force Antonov An-26 crash,2018,https://en.wikipedia.org/wiki/2018_Russian_Air_Force_Antonov_An-26_crash,Khmeimim Air Base,35.4119739,35.95447965294607,39.0,1.0,0.0
"May 14, 2018 (2018-05-14)",Explosive decompression due to windshield failure,Airbus A319-133[1],Sichuan Airlines,119.0,9.0,0.0,2.0,128.0,Sichuan Airlines Flight 8633,2018,https://en.wikipedia.org/wiki/Sichuan_Airlines_Flight_8633,Xiaojin County,30.998467,102.3609841,128.0,0.0,0.015625
7 November 2018,Runway overrun caused by pilot error compounded by fatigue,Boeing 747-412F,Sky Lease Cargo,1.0,3.0,0.0,3.0,4.0,Sky Lease Cargo Flight 4854,2018,https://en.wikipedia.org/wiki/Sky_Lease_Cargo_Flight_4854,Halifax Stanfield International Airport,44.87878455,-63.50955649819976,4.0,0.0,0.75
